"INICIO_SINTOMAS","TERRITORIO","CASOS"
2020-05-22,"cs_santo_antonio_de_lisboa",4
2020-05-22,"cs_tapera",8
2020-05-23,"cs_campeche",4
2020-05-23,"cs_corrego_grande",4
2020-05-23,"cs_monte_cristo",12
2020-05-23,"cs_novo_continente",8
2020-05-23,"cs_santo_antonio_de_lisboa",4
2020-05-23,"cs_tapera",8
2020-05-24,"cs_carianos",8
2020-05-24,"cs_centro",8
2020-05-24,"cs_costeira_do_pirajubae",4
2020-05-24,"cs_ingleses",4
2020-05-24,"cs_lagoa_da_conceicao",4
2020-05-24,"cs_monte_cristo",12
2020-05-24,"cs_monte_serrat",4
2020-05-24,"cs_novo_continente",8
2020-05-24,"cs_tapera",4
2020-05-24,"cs_trindade",4
2020-05-25,"cs_agronomica",4
2020-05-25,"cs_canasvieiras",8
2020-05-25,"cs_capoeiras",8
2020-05-25,"cs_carianos",6
2020-05-25,"cs_centro",8
2020-05-25,"cs_coloninha",4
2020-05-25,"cs_costeira_do_pirajubae",4
2020-05-25,"cs_estreito",6
2020-05-25,"cs_ingleses",8
2020-05-25,"cs_itacorubi",4
2020-05-25,"cs_tapera",4
2020-05-25,"cs_trindade",8
2020-05-26,"cs_abraao",4
2020-05-26,"cs_canasvieiras",4
2020-05-26,"cs_capoeiras",4
2020-05-26,"cs_carianos",4
2020-05-26,"cs_centro",8
2020-05-26,"cs_costeira_do_pirajubae",4
2020-05-26,"cs_ingleses",4
2020-05-26,"cs_itacorubi",4
2020-05-26,"cs_monte_cristo",12
2020-05-26,"cs_monte_serrat",4
2020-05-26,"cs_novo_continente",8
2020-05-26,"cs_ponta_das_canas",8
2020-05-26,"cs_santo_antonio_de_lisboa",4
2020-05-26,"cs_sape",4
2020-05-26,"cs_tapera",4
2020-05-26,"cs_trindade",4
2020-05-27,"cs_abraao",16
2020-05-27,"cs_agronomica",4
2020-05-27,"cs_alto_ribeirao",4
2020-05-27,"cs_campeche",4
2020-05-27,"cs_carianos",4
2020-05-27,"cs_centro",4
2020-05-27,"cs_coqueiros",4
2020-05-27,"cs_ingleses",8
2020-05-27,"cs_itacorubi",10
2020-05-27,"cs_jurere",4
2020-05-27,"cs_monte_cristo",12
2020-05-27,"cs_monte_serrat",4
2020-05-27,"cs_ponta_das_canas",4
2020-05-27,"cs_rio_tavares",12
2020-05-28,"cs_agronomica",8
2020-05-28,"cs_campeche",8
2020-05-28,"cs_centro",14
2020-05-28,"cs_coloninha",4
2020-05-28,"cs_coqueiros",4
2020-05-28,"cs_corrego_grande",6
2020-05-28,"cs_costeira_do_pirajubae",8
2020-05-28,"cs_ingleses",12
2020-05-28,"cs_joao_paulo",4
2020-05-28,"cs_monte_cristo",8
2020-05-28,"cs_monte_serrat",4
2020-05-28,"cs_novo_continente",8
2020-05-28,"cs_pantanal",4
2020-05-28,"cs_saco_dos_limoes",4
2020-05-28,"cs_santinho",4
2020-05-28,"cs_sape",4
2020-05-28,"cs_tapera",8
2020-05-29,"cs_abraao",4
2020-05-29,"cs_agronomica",8
2020-05-29,"cs_canasvieiras",4
2020-05-29,"cs_canto_da_lagoa",4
2020-05-29,"cs_carianos",8
2020-05-29,"cs_centro",4
2020-05-29,"cs_coqueiros",4
2020-05-29,"cs_costeira_do_pirajubae",4
2020-05-29,"cs_itacorubi",4
2020-05-29,"cs_lagoa_da_conceicao",1
2020-05-29,"cs_monte_cristo",8
2020-05-29,"cs_novo_continente",4
2020-05-29,"cs_rio_vermelho",4
2020-05-29,"cs_saco_grande",4
2020-05-29,"cs_trindade",8
2020-05-29,"cs_vila_aparecida",4
2020-05-30,"cs_balneario",4
2020-05-30,"cs_centro",8
2020-05-30,"cs_coqueiros",4
2020-05-30,"cs_costeira_do_pirajubae",4
2020-05-30,"cs_estreito",4
2020-05-30,"cs_itacorubi",4
2020-05-30,"cs_jardim_atlantico",4
2020-05-30,"cs_monte_cristo",8
2020-05-30,"cs_novo_continente",12
2020-05-30,"cs_rio_tavares",16
2020-05-30,"cs_sape",4
2020-05-30,"cs_tapera",4
2020-05-30,"cs_vargem_grande",4
2020-05-31,"cs_abraao",4
2020-05-31,"cs_agronomica",4
2020-05-31,"cs_centro",16
2020-05-31,"cs_costeira_do_pirajubae",8
2020-05-31,"cs_ingleses",4
2020-05-31,"cs_itacorubi",4
2020-05-31,"cs_jardim_atlantico",4
2020-05-31,"cs_lagoa_da_conceicao",4
2020-05-31,"cs_monte_cristo",8
2020-05-31,"cs_monte_serrat",4
2020-05-31,"cs_novo_continente",4
2020-05-31,"cs_rio_tavares",4
2020-05-31,"cs_saco_grande",8
2020-05-31,"cs_santinho",4
2020-05-31,"cs_tapera",8
2020-06-01,"cs_abraao",8
2020-06-01,"cs_agronomica",0
2020-06-01,"cs_barra_da_lagoa",0
2020-06-01,"cs_campeche",4
2020-06-01,"cs_canasvieiras",4
2020-06-01,"cs_capoeiras",12
2020-06-01,"cs_carianos",4
2020-06-01,"cs_centro",12
2020-06-01,"cs_coloninha",12
2020-06-01,"cs_ingleses",16
2020-06-01,"cs_itacorubi",4
2020-06-01,"cs_jardim_atlantico",4
2020-06-01,"cs_lagoa_da_conceicao",8
2020-06-01,"cs_monte_cristo",12
2020-06-01,"cs_monte_serrat",14
2020-06-01,"cs_pantano_do_sul",4
2020-06-01,"cs_rio_vermelho",10
2020-06-01,"cs_trindade",4
2020-06-02,"cs_cachoeira_do_bom_jesus",4
2020-06-02,"cs_capoeiras",4
2020-06-02,"cs_carianos",8
2020-06-02,"cs_centro",4
2020-06-02,"cs_corrego_grande",8
2020-06-02,"cs_estreito",4
2020-06-02,"cs_ingleses",8
2020-06-02,"cs_itacorubi",8
2020-06-02,"cs_jardim_atlantico",4
2020-06-02,"cs_monte_cristo",16
2020-06-02,"cs_monte_serrat",4
2020-06-02,"cs_morro_das_pedras",0
2020-06-02,"cs_novo_continente",8
2020-06-02,"cs_rio_tavares",4
2020-06-02,"cs_rio_vermelho",4
2020-06-02,"cs_saco_grande",4
2020-06-02,"cs_sape",4
2020-06-02,"cs_tapera",28
2020-06-02,"cs_trindade",16
2020-06-03,"cs_agronomica",1
2020-06-03,"cs_balneario",4
2020-06-03,"cs_canasvieiras",12
2020-06-03,"cs_canto_da_lagoa",4
2020-06-03,"cs_capoeiras",8
2020-06-03,"cs_centro",30
2020-06-03,"cs_costeira_do_pirajubae",4
2020-06-03,"cs_itacorubi",8
2020-06-03,"cs_jardim_atlantico",8
2020-06-03,"cs_jurere",4
2020-06-03,"cs_lagoa_da_conceicao",8
2020-06-03,"cs_monte_cristo",24
2020-06-03,"cs_pantanal",4
2020-06-03,"cs_pantano_do_sul",8
2020-06-03,"cs_ponta_das_canas",4
2020-06-03,"cs_rio_tavares",0
2020-06-03,"cs_saco_dos_limoes",4
2020-06-03,"cs_santinho",4
2020-06-03,"cs_santo_antonio_de_lisboa",10
2020-06-03,"cs_tapera",8
2020-06-03,"cs_trindade",4
2020-06-03,"cs_vargem_grande",4
2020-06-04,"cs_abraao",8
2020-06-04,"cs_agronomica",4
2020-06-04,"cs_balneario",4
2020-06-04,"cs_campeche",4
2020-06-04,"cs_canasvieiras",4
2020-06-04,"cs_capoeiras",8
2020-06-04,"cs_carianos",6
2020-06-04,"cs_centro",28
2020-06-04,"cs_coqueiros",4
2020-06-04,"cs_estreito",8
2020-06-04,"cs_fazenda_do_rio_tavares",4
2020-06-04,"cs_jardim_atlantico",4
2020-06-04,"cs_monte_cristo",64
2020-06-04,"cs_monte_serrat",4
2020-06-04,"cs_novo_continente",4
2020-06-04,"cs_rio_tavares",4
2020-06-04,"cs_rio_vermelho",4
2020-06-04,"cs_santo_antonio_de_lisboa",10
2020-06-04,"cs_sape",4
2020-06-04,"cs_tapera",8
2020-06-04,"cs_trindade",12
2020-06-05,"cs_abraao",16
2020-06-05,"cs_agronomica",8
2020-06-05,"cs_balneario",4
2020-06-05,"cs_cachoeira_do_bom_jesus",8
2020-06-05,"cs_canasvieiras",4
2020-06-05,"cs_canto_da_lagoa",1
2020-06-05,"cs_capoeiras",4
2020-06-05,"cs_carianos",12
2020-06-05,"cs_centro",14
2020-06-05,"cs_coloninha",4
2020-06-05,"cs_coqueiros",12
2020-06-05,"cs_corrego_grande",10
2020-06-05,"cs_estreito",4
2020-06-05,"cs_fazenda_do_rio_tavares",4
2020-06-05,"cs_ingleses",4
2020-06-05,"cs_itacorubi",4
2020-06-05,"cs_jardim_atlantico",4
2020-06-05,"cs_jurere",4
2020-06-05,"cs_lagoa_da_conceicao",4
2020-06-05,"cs_monte_cristo",44
2020-06-05,"cs_novo_continente",20
2020-06-05,"cs_rio_tavares",8
2020-06-05,"cs_rio_vermelho",4
2020-06-05,"cs_saco_grande",8
2020-06-05,"cs_santo_antonio_de_lisboa",8
2020-06-05,"cs_sape",24
2020-06-05,"cs_tapera",1
2020-06-05,"cs_trindade",12
2020-06-05,"cs_vila_aparecida",4
2020-06-06,"cs_abraao",4
2020-06-06,"cs_agronomica",8
2020-06-06,"cs_armacao",4
2020-06-06,"cs_balneario",4
2020-06-06,"cs_canto_da_lagoa",4
2020-06-06,"cs_capoeiras",6
2020-06-06,"cs_carianos",8
2020-06-06,"cs_centro",36
2020-06-06,"cs_coloninha",2
2020-06-06,"cs_coqueiros",12
2020-06-06,"cs_estreito",4
2020-06-06,"cs_ingleses",1
2020-06-06,"cs_itacorubi",4
2020-06-06,"cs_monte_cristo",8
2020-06-06,"cs_novo_continente",4
2020-06-06,"cs_pantano_do_sul",4
2020-06-06,"cs_prainha",4
2020-06-06,"cs_santinho",4
2020-06-06,"cs_tapera",8
2020-06-06,"cs_trindade",4
2020-06-07,"cs_abraao",4
2020-06-07,"cs_agronomica",1
2020-06-07,"cs_canasvieiras",8
2020-06-07,"cs_canto_da_lagoa",4
2020-06-07,"cs_capoeiras",4
2020-06-07,"cs_carianos",4
2020-06-07,"cs_centro",10
2020-06-07,"cs_estreito",4
2020-06-07,"cs_ingleses",16
2020-06-07,"cs_jardim_atlantico",4
2020-06-07,"cs_monte_cristo",4
2020-06-07,"cs_novo_continente",4
2020-06-07,"cs_pantano_do_sul",6
2020-06-07,"cs_santo_antonio_de_lisboa",4
2020-06-07,"cs_tapera",4
2020-06-07,"cs_trindade",12
2020-06-08,"cs_abraao",10
2020-06-08,"cs_agronomica",16
2020-06-08,"cs_alto_ribeirao",4
2020-06-08,"cs_balneario",4
2020-06-08,"cs_canasvieiras",4
2020-06-08,"cs_capoeiras",4
2020-06-08,"cs_carianos",8
2020-06-08,"cs_centro",10
2020-06-08,"cs_coloninha",4
2020-06-08,"cs_coqueiros",8
2020-06-08,"cs_costeira_do_pirajubae",28
2020-06-08,"cs_ingleses",8
2020-06-08,"cs_itacorubi",4
2020-06-08,"cs_jurere",4
2020-06-08,"cs_lagoa_da_conceicao",10
2020-06-08,"cs_monte_cristo",24
2020-06-08,"cs_monte_serrat",12
2020-06-08,"cs_novo_continente",16
2020-06-08,"cs_prainha",4
2020-06-08,"cs_saco_dos_limoes",8
2020-06-08,"cs_saco_grande",4
2020-06-08,"cs_santo_antonio_de_lisboa",4
2020-06-08,"cs_trindade",12
2020-06-09,"cs_abraao",12
2020-06-09,"cs_agronomica",8
2020-06-09,"cs_canasvieiras",6
2020-06-09,"cs_capoeiras",6
2020-06-09,"cs_carianos",8
2020-06-09,"cs_centro",26
2020-06-09,"cs_coloninha",6
2020-06-09,"cs_coqueiros",1
2020-06-09,"cs_costeira_do_pirajubae",4
2020-06-09,"cs_fazenda_do_rio_tavares",4
2020-06-09,"cs_ingleses",4
2020-06-09,"cs_itacorubi",8
2020-06-09,"cs_jurere",4
2020-06-09,"cs_monte_cristo",20
2020-06-09,"cs_monte_serrat",8
2020-06-09,"cs_pantanal",8
2020-06-09,"cs_prainha",4
2020-06-09,"cs_rio_tavares",4
2020-06-09,"cs_rio_vermelho",4
2020-06-09,"cs_saco_grande",12
2020-06-09,"cs_santinho",16
2020-06-09,"cs_tapera",4
2020-06-09,"cs_trindade",10
2020-06-09,"cs_vargem_grande",0
2020-06-10,"cs_abraao",8
2020-06-10,"cs_agronomica",8
2020-06-10,"cs_balneario",4
2020-06-10,"cs_cachoeira_do_bom_jesus",4
2020-06-10,"cs_campeche",4
2020-06-10,"cs_canasvieiras",4
2020-06-10,"cs_canto_da_lagoa",4
2020-06-10,"cs_centro",26
2020-06-10,"cs_coloninha",4
2020-06-10,"cs_coqueiros",12
2020-06-10,"cs_costeira_do_pirajubae",4
2020-06-10,"cs_ingleses",12
2020-06-10,"cs_jardim_atlantico",12
2020-06-10,"cs_joao_paulo",4
2020-06-10,"cs_lagoa_da_conceicao",4
2020-06-10,"cs_monte_cristo",28
2020-06-10,"cs_monte_serrat",8
2020-06-10,"cs_morro_das_pedras",4
2020-06-10,"cs_novo_continente",8
2020-06-10,"cs_ponta_das_canas",4
2020-06-10,"cs_rio_tavares",10
2020-06-10,"cs_rio_vermelho",6
2020-06-10,"cs_saco_grande",4
2020-06-10,"cs_santinho",4
2020-06-10,"cs_sape",4
2020-06-10,"cs_tapera",6
2020-06-10,"cs_trindade",6
2020-06-11,"cs_agronomica",14
2020-06-11,"cs_balneario",8
2020-06-11,"cs_campeche",4
2020-06-11,"cs_canasvieiras",4
2020-06-11,"cs_carianos",4
2020-06-11,"cs_centro",4
2020-06-11,"cs_coloninha",12
2020-06-11,"cs_coqueiros",6
2020-06-11,"cs_itacorubi",0
2020-06-11,"cs_jurere",4
2020-06-11,"cs_monte_cristo",20
2020-06-11,"cs_pantanal",4
2020-06-11,"cs_saco_dos_limoes",8
2020-06-11,"cs_sape",4
2020-06-12,"cs_abraao",1
2020-06-12,"cs_agronomica",10
2020-06-12,"cs_barra_da_lagoa",4
2020-06-12,"cs_campeche",20
2020-06-12,"cs_centro",20
2020-06-12,"cs_coloninha",12
2020-06-12,"cs_coqueiros",8
2020-06-12,"cs_corrego_grande",8
2020-06-12,"cs_costeira_do_pirajubae",12
2020-06-12,"cs_fazenda_do_rio_tavares",8
2020-06-12,"cs_itacorubi",16
2020-06-12,"cs_jardim_atlantico",10
2020-06-12,"cs_monte_cristo",32
2020-06-12,"cs_monte_serrat",12
2020-06-12,"cs_novo_continente",6
2020-06-12,"cs_pantano_do_sul",4
2020-06-12,"cs_ponta_das_canas",8
2020-06-12,"cs_prainha",4
2020-06-12,"cs_rio_vermelho",4
2020-06-12,"cs_saco_dos_limoes",8
2020-06-12,"cs_saco_grande",8
2020-06-12,"cs_santo_antonio_de_lisboa",4
2020-06-12,"cs_tapera",8
2020-06-12,"cs_trindade",16
2020-06-12,"cs_vila_aparecida",4
2020-06-13,"cs_abraao",4
2020-06-13,"cs_agronomica",4
2020-06-13,"cs_cachoeira_do_bom_jesus",4
2020-06-13,"cs_campeche",4
2020-06-13,"cs_capoeiras",14
2020-06-13,"cs_carianos",8
2020-06-13,"cs_centro",12
2020-06-13,"cs_coloninha",4
2020-06-13,"cs_estreito",12
2020-06-13,"cs_ingleses",4
2020-06-13,"cs_itacorubi",6
2020-06-13,"cs_jardim_atlantico",12
2020-06-13,"cs_lagoa_da_conceicao",4
2020-06-13,"cs_monte_cristo",8
2020-06-13,"cs_monte_serrat",12
2020-06-13,"cs_novo_continente",4
2020-06-13,"cs_rio_vermelho",4
2020-06-13,"cs_saco_dos_limoes",4
2020-06-13,"cs_saco_grande",4
2020-06-13,"cs_santo_antonio_de_lisboa",4
2020-06-13,"cs_sape",8
2020-06-14,"cs_agronomica",12
2020-06-14,"cs_balneario",4
2020-06-14,"cs_capoeiras",4
2020-06-14,"cs_centro",8
2020-06-14,"cs_coloninha",16
2020-06-14,"cs_corrego_grande",8
2020-06-14,"cs_costeira_do_pirajubae",8
2020-06-14,"cs_estreito",12
2020-06-14,"cs_ingleses",12
2020-06-14,"cs_itacorubi",18
2020-06-14,"cs_jardim_atlantico",12
2020-06-14,"cs_jurere",4
2020-06-14,"cs_monte_cristo",28
2020-06-14,"cs_monte_serrat",4
2020-06-14,"cs_novo_continente",4
2020-06-14,"cs_pantanal",4
2020-06-14,"cs_pantano_do_sul",8
2020-06-14,"cs_ponta_das_canas",4
2020-06-14,"cs_prainha",4
2020-06-14,"cs_rio_tavares",4
2020-06-14,"cs_rio_vermelho",4
2020-06-14,"cs_saco_grande",4
2020-06-14,"cs_santinho",4
2020-06-14,"cs_santo_antonio_de_lisboa",8
2020-06-14,"cs_tapera",4
2020-06-14,"cs_trindade",14
2020-06-15,"cs_abraao",6
2020-06-15,"cs_agronomica",14
2020-06-15,"cs_balneario",24
2020-06-15,"cs_campeche",4
2020-06-15,"cs_carianos",4
2020-06-15,"cs_centro",28
2020-06-15,"cs_coloninha",6
2020-06-15,"cs_coqueiros",24
2020-06-15,"cs_corrego_grande",10
2020-06-15,"cs_costeira_do_pirajubae",4
2020-06-15,"cs_estreito",10
2020-06-15,"cs_fazenda_do_rio_tavares",4
2020-06-15,"cs_ingleses",10
2020-06-15,"cs_itacorubi",18
2020-06-15,"cs_jardim_atlantico",16
2020-06-15,"cs_jurere",1
2020-06-15,"cs_lagoa_da_conceicao",8
2020-06-15,"cs_monte_cristo",4
2020-06-15,"cs_monte_serrat",4
2020-06-15,"cs_pantanal",1
2020-06-15,"cs_pantano_do_sul",6
2020-06-15,"cs_ponta_das_canas",0
2020-06-15,"cs_prainha",4
2020-06-15,"cs_rio_tavares",4
2020-06-15,"cs_saco_dos_limoes",16
2020-06-15,"cs_saco_grande",14
2020-06-15,"cs_santinho",0
2020-06-15,"cs_sape",4
2020-06-15,"cs_tapera",8
2020-06-15,"cs_trindade",26
2020-06-15,"cs_vargem_grande",4
2020-06-16,"cs_abraao",16
2020-06-16,"cs_agronomica",20
2020-06-16,"cs_alto_ribeirao",4
2020-06-16,"cs_armacao",12
2020-06-16,"cs_campeche",12
2020-06-16,"cs_canasvieiras",4
2020-06-16,"cs_canto_da_lagoa",1
2020-06-16,"cs_capoeiras",4
2020-06-16,"cs_centro",28
2020-06-16,"cs_coloninha",22
2020-06-16,"cs_coqueiros",16
2020-06-16,"cs_corrego_grande",4
2020-06-16,"cs_costeira_do_pirajubae",16
2020-06-16,"cs_estreito",12
2020-06-16,"cs_fazenda_do_rio_tavares",4
2020-06-16,"cs_ingleses",16
2020-06-16,"cs_itacorubi",6
2020-06-16,"cs_joao_paulo",1
2020-06-16,"cs_jurere",12
2020-06-16,"cs_monte_cristo",32
2020-06-16,"cs_monte_serrat",12
2020-06-16,"cs_pantanal",8
2020-06-16,"cs_ratones",4
2020-06-16,"cs_rio_tavares",16
2020-06-16,"cs_rio_vermelho",8
2020-06-16,"cs_saco_dos_limoes",8
2020-06-16,"cs_saco_grande",20
2020-06-16,"cs_sape",4
2020-06-16,"cs_tapera",8
2020-06-16,"cs_trindade",14
2020-06-16,"cs_vargem_grande",4
2020-06-16,"cs_vila_aparecida",4
2020-06-17,"cs_abraao",16
2020-06-17,"cs_agronomica",6
2020-06-17,"cs_armacao",16
2020-06-17,"cs_balneario",4
2020-06-17,"cs_barra_da_lagoa",4
2020-06-17,"cs_canto_da_lagoa",4
2020-06-17,"cs_carianos",4
2020-06-17,"cs_centro",44
2020-06-17,"cs_coloninha",10
2020-06-17,"cs_coqueiros",14
2020-06-17,"cs_corrego_grande",8
2020-06-17,"cs_costeira_do_pirajubae",12
2020-06-17,"cs_estreito",10
2020-06-17,"cs_ingleses",18
2020-06-17,"cs_itacorubi",14
2020-06-17,"cs_jardim_atlantico",4
2020-06-17,"cs_lagoa_da_conceicao",4
2020-06-17,"cs_monte_cristo",18
2020-06-17,"cs_monte_serrat",18
2020-06-17,"cs_novo_continente",8
2020-06-17,"cs_pantano_do_sul",4
2020-06-17,"cs_prainha",10
2020-06-17,"cs_ratones",4
2020-06-17,"cs_ribeirao_da_ilha",4
2020-06-17,"cs_rio_tavares",12
2020-06-17,"cs_saco_dos_limoes",14
2020-06-17,"cs_saco_grande",8
2020-06-17,"cs_santinho",4
2020-06-17,"cs_tapera",4
2020-06-17,"cs_trindade",14
2020-06-18,"cs_abraao",8
2020-06-18,"cs_agronomica",12
2020-06-18,"cs_armacao",8
2020-06-18,"cs_balneario",4
2020-06-18,"cs_canasvieiras",8
2020-06-18,"cs_capoeiras",8
2020-06-18,"cs_carianos",8
2020-06-18,"cs_centro",24
2020-06-18,"cs_coloninha",12
2020-06-18,"cs_coqueiros",6
2020-06-18,"cs_corrego_grande",16
2020-06-18,"cs_costeira_do_pirajubae",8
2020-06-18,"cs_estreito",22
2020-06-18,"cs_fazenda_do_rio_tavares",4
2020-06-18,"cs_jardim_atlantico",4
2020-06-18,"cs_joao_paulo",0
2020-06-18,"cs_jurere",1
2020-06-18,"cs_lagoa_da_conceicao",12
2020-06-18,"cs_monte_cristo",42
2020-06-18,"cs_monte_serrat",0
2020-06-18,"cs_novo_continente",4
2020-06-18,"cs_ponta_das_canas",4
2020-06-18,"cs_prainha",6
2020-06-18,"cs_ribeirao_da_ilha",4
2020-06-18,"cs_rio_tavares",4
2020-06-18,"cs_rio_vermelho",4
2020-06-18,"cs_saco_dos_limoes",16
2020-06-18,"cs_saco_grande",8
2020-06-18,"cs_santinho",4
2020-06-18,"cs_santo_antonio_de_lisboa",10
2020-06-18,"cs_sape",4
2020-06-18,"cs_trindade",30
2020-06-19,"cs_abraao",8
2020-06-19,"cs_agronomica",8
2020-06-19,"cs_armacao",16
2020-06-19,"cs_balneario",4
2020-06-19,"cs_barra_da_lagoa",4
2020-06-19,"cs_cachoeira_do_bom_jesus",10
2020-06-19,"cs_caieira_da_barra_do_sul",8
2020-06-19,"cs_campeche",12
2020-06-19,"cs_canasvieiras",4
2020-06-19,"cs_capoeiras",4
2020-06-19,"cs_carianos",6
2020-06-19,"cs_centro",40
2020-06-19,"cs_coloninha",6
2020-06-19,"cs_corrego_grande",6
2020-06-19,"cs_costeira_do_pirajubae",12
2020-06-19,"cs_estreito",26
2020-06-19,"cs_fazenda_do_rio_tavares",4
2020-06-19,"cs_ingleses",24
2020-06-19,"cs_itacorubi",12
2020-06-19,"cs_jardim_atlantico",18
2020-06-19,"cs_joao_paulo",2
2020-06-19,"cs_lagoa_da_conceicao",12
2020-06-19,"cs_monte_cristo",28
2020-06-19,"cs_monte_serrat",12
2020-06-19,"cs_novo_continente",18
2020-06-19,"cs_pantano_do_sul",4
2020-06-19,"cs_ribeirao_da_ilha",4
2020-06-19,"cs_rio_tavares",10
2020-06-19,"cs_rio_vermelho",8
2020-06-19,"cs_saco_dos_limoes",8
2020-06-19,"cs_saco_grande",16
2020-06-19,"cs_santinho",6
2020-06-19,"cs_santo_antonio_de_lisboa",12
2020-06-19,"cs_sape",4
2020-06-19,"cs_tapera",4
2020-06-19,"cs_trindade",22
2020-06-19,"cs_vargem_grande",8
2020-06-20,"cs_abraao",8
2020-06-20,"cs_agronomica",20
2020-06-20,"cs_alto_ribeirao",8
2020-06-20,"cs_armacao",16
2020-06-20,"cs_balneario",1
2020-06-20,"cs_barra_da_lagoa",8
2020-06-20,"cs_cachoeira_do_bom_jesus",20
2020-06-20,"cs_campeche",4
2020-06-20,"cs_canasvieiras",0
2020-06-20,"cs_capoeiras",0
2020-06-20,"cs_carianos",4
2020-06-20,"cs_centro",42
2020-06-20,"cs_coloninha",14
2020-06-20,"cs_coqueiros",16
2020-06-20,"cs_corrego_grande",4
2020-06-20,"cs_costeira_do_pirajubae",4
2020-06-20,"cs_estreito",16
2020-06-20,"cs_fazenda_do_rio_tavares",8
2020-06-20,"cs_ingleses",22
2020-06-20,"cs_itacorubi",2
2020-06-20,"cs_jardim_atlantico",6
2020-06-20,"cs_joao_paulo",10
2020-06-20,"cs_lagoa_da_conceicao",16
2020-06-20,"cs_monte_cristo",36
2020-06-20,"cs_monte_serrat",6
2020-06-20,"cs_morro_das_pedras",12
2020-06-20,"cs_novo_continente",8
2020-06-20,"cs_pantanal",4
2020-06-20,"cs_pantano_do_sul",6
2020-06-20,"cs_ponta_das_canas",8
2020-06-20,"cs_prainha",4
2020-06-20,"cs_ratones",4
2020-06-20,"cs_ribeirao_da_ilha",1
2020-06-20,"cs_rio_tavares",8
2020-06-20,"cs_rio_vermelho",4
2020-06-20,"cs_saco_dos_limoes",4
2020-06-20,"cs_saco_grande",8
2020-06-20,"cs_santinho",4
2020-06-20,"cs_santo_antonio_de_lisboa",8
2020-06-20,"cs_sape",1
2020-06-20,"cs_tapera",8
2020-06-20,"cs_trindade",16
2020-06-20,"cs_vargem_grande",4
2020-06-20,"cs_vila_aparecida",0
2020-06-21,"cs_abraao",16
2020-06-21,"cs_agronomica",20
2020-06-21,"cs_alto_ribeirao",2
2020-06-21,"cs_armacao",4
2020-06-21,"cs_cachoeira_do_bom_jesus",1
2020-06-21,"cs_campeche",4
2020-06-21,"cs_canasvieiras",4
2020-06-21,"cs_capoeiras",16
2020-06-21,"cs_carianos",8
2020-06-21,"cs_centro",50
2020-06-21,"cs_coloninha",12
2020-06-21,"cs_coqueiros",6
2020-06-21,"cs_costeira_do_pirajubae",4
2020-06-21,"cs_estreito",4
2020-06-21,"cs_ingleses",16
2020-06-21,"cs_itacorubi",10
2020-06-21,"cs_jardim_atlantico",12
2020-06-21,"cs_joao_paulo",4
2020-06-21,"cs_jurere",4
2020-06-21,"cs_lagoa_da_conceicao",30
2020-06-21,"cs_monte_cristo",18
2020-06-21,"cs_monte_serrat",30
2020-06-21,"cs_morro_das_pedras",4
2020-06-21,"cs_novo_continente",4
2020-06-21,"cs_pantanal",4
2020-06-21,"cs_pantano_do_sul",1
2020-06-21,"cs_ponta_das_canas",8
2020-06-21,"cs_prainha",4
2020-06-21,"cs_ribeirao_da_ilha",4
2020-06-21,"cs_rio_tavares",4
2020-06-21,"cs_rio_vermelho",8
2020-06-21,"cs_saco_dos_limoes",4
2020-06-21,"cs_saco_grande",32
2020-06-21,"cs_santinho",4
2020-06-21,"cs_santo_antonio_de_lisboa",4
2020-06-21,"cs_sape",8
2020-06-21,"cs_tapera",20
2020-06-21,"cs_trindade",12
2020-06-21,"cs_vargem_grande",4
2020-06-22,"cs_abraao",10
2020-06-22,"cs_agronomica",44
2020-06-22,"cs_alto_ribeirao",4
2020-06-22,"cs_balneario",8
2020-06-22,"cs_caieira_da_barra_do_sul",4
2020-06-22,"cs_canasvieiras",28
2020-06-22,"cs_canto_da_lagoa",8
2020-06-22,"cs_capoeiras",12
2020-06-22,"cs_carianos",12
2020-06-22,"cs_centro",28
2020-06-22,"cs_coloninha",12
2020-06-22,"cs_coqueiros",8
2020-06-22,"cs_estreito",24
2020-06-22,"cs_fazenda_do_rio_tavares",8
2020-06-22,"cs_ingleses",26
2020-06-22,"cs_itacorubi",28
2020-06-22,"cs_jardim_atlantico",14
2020-06-22,"cs_joao_paulo",8
2020-06-22,"cs_lagoa_da_conceicao",28
2020-06-22,"cs_monte_cristo",20
2020-06-22,"cs_monte_serrat",26
2020-06-22,"cs_morro_das_pedras",12
2020-06-22,"cs_novo_continente",6
2020-06-22,"cs_pantanal",4
2020-06-22,"cs_ponta_das_canas",6
2020-06-22,"cs_prainha",6
2020-06-22,"cs_rio_tavares",4
2020-06-22,"cs_rio_vermelho",18
2020-06-22,"cs_saco_dos_limoes",16
2020-06-22,"cs_saco_grande",22
2020-06-22,"cs_santinho",4
2020-06-22,"cs_santo_antonio_de_lisboa",12
2020-06-22,"cs_sape",16
2020-06-22,"cs_tapera",24
2020-06-22,"cs_trindade",32
2020-06-22,"cs_vargem_grande",4
2020-06-23,"cs_abraao",18
2020-06-23,"cs_agronomica",18
2020-06-23,"cs_alto_ribeirao",12
2020-06-23,"cs_armacao",4
2020-06-23,"cs_balneario",8
2020-06-23,"cs_barra_da_lagoa",4
2020-06-23,"cs_cachoeira_do_bom_jesus",6
2020-06-23,"cs_canasvieiras",8
